,kpa,kSTATbinding,kSOCSon,kd4,k_d4,delR,meanR,kloc,kSOCSmRNA,mRNAdeg,mRNAtrans,kSOCS,gamma
510,8.617452773355257,0.00024400799640420396,0.0002778446811632472,0.7221734052549317,0.8578820257109873,595.8519596910767,513.4509504823127,0.00015162569651596568,8.352091648882823e-05,6.236761443467328,0.024602106477209586,7.892538162270759e-06,0.6997723185053023
540,5.352570740851959,0.000721736012379524,0.0004739256221654659,0.6379292517647948,0.5862673298463134,-52.46080924846095,269.0958293851641,0.00012697157398888645,8.95078482115319e-05,2.2119632562117952,0.024039705626953907,1.0654396522224808e-05,0.5821948341247175
570,4.607160192310897,0.0003859831497874692,0.0003659782391481424,0.5496505894166116,0.49222705292547103,-89.90313279595688,445.68479332723746,0.0001240532615529595,5.1923942468091475e-05,6.0437947305838655,0.02044911999370072,2.3083854741420724e-05,0.4454754126756707
600,5.620064659606717,0.00028727325678861305,0.0008471942939602898,0.4352183528032569,0.4831222584214398,-4.594198452358512,359.49715130775627,5.30583947601726e-05,9.407161381003928e-05,2.3006157668538476,0.01806033227013138,3.5426091316993114e-05,0.608245732195195
630,9.969143647177122,0.0005354679001912636,0.0007552892879091823,0.7479662132689389,0.8285890077056813,-692.591826140228,510.4467387996274,4.6665863527556706e-05,4.326206310062827e-05,2.6991730189792786,0.018328437131548435,2.5349899445093703e-05,0.4848689396508715
660,7.841094701880133,0.0014030463935110152,0.0011352468731484684,0.6722773800401525,0.7048059198388608,180.08120802815614,228.37191684672186,4.134560156139123e-05,4.740028516488602e-05,4.4351898757419965,0.04427382047875936,3.3846616393369276e-05,0.5183706038891046
690,6.235663977350244,0.00021335152392280168,0.0004880800830903816,0.7626228151882499,0.683661897628728,1618.193702814344,975.1882418629093,3.531970216951557e-05,9.236118235123056e-05,3.8729934944320417,0.051885549957710046,7.40323880603057e-05,0.5558308864696789
720,6.5107254796314,0.0005181693904883501,0.00018421616448529186,0.6052065009265962,0.719368275885191,269.6478236244999,353.51753632559115,3.440934336287832e-05,0.00018299194544269865,2.2739177569817963,0.054121043386593994,7.914034493899787e-05,0.5692973108735656
750,5.804271044147965,0.0005553934974918309,0.0003742083848664329,0.7297088707735087,0.871646102410703,1293.0623860724045,770.8797715077261,7.622703673543539e-05,0.00018389885813484085,3.2286996873951574,0.042672371172324516,0.00012539343228711776,0.4680864603890601
780,8.469138131639971,0.000203253335426153,0.00043877203266392894,0.7064669494466633,0.7724359998445001,662.6070258924099,532.1397865046039,0.00018426931608906267,0.00014513809710293337,4.492853866641386,0.06952706178738544,9.669971743507182e-05,0.7591740673155242
810,7.266059692942508,0.00018636847391344396,0.00039186280343215515,0.6257325155926667,0.7394544761215721,1435.239537624823,1019.226370898676,0.0001093909995868698,6.76732740202734e-05,2.814914595267998,0.073673030734946,4.893173535103687e-05,0.4101793309011384
840,7.918634696306003,0.0003731263908550671,0.00034151802632607697,0.833278829807198,0.6880200166355099,327.6929395875533,524.5340660314897,0.00016781207125346364,0.00011033413834058994,3.5306645730931225,0.036413702382417486,7.697339855543695e-05,0.425223577691116
870,6.3918838040180015,0.0003818819360238636,0.00020100040700576037,0.4505303287246774,0.5480160747288223,1249.7843763166024,784.8970190427044,0.00022651291052778623,0.00012691762185684455,8.09739106740413,0.046159524893183965,0.0001830128348553527,0.3784212181962223
900,6.510992130082317,0.0007203697384978537,0.00022397675459856497,0.7070399457785872,0.7755794278002922,325.0004986081026,289.6626628911687,0.00030312265871126155,0.00045055418265472553,6.534620699877073,0.039576507991098304,0.0002139197836026617,0.7174083652037633
